Name;Mass;num-amide;num-OC;num-NC;#theo;#exper;TopID;Derep+ scr;Derep+ rank;Derep-g scr;Derep-g rank;Derep scr;Derep rank;#matches;MF1;#isomers;dnp-class;SMILES1;MF2;SMILES2
MLS001074890-01!NU6027_M+H;251.138;1;2;3;8;112;4-C-Acetyl-6-deoxygalactonic_acid_2_3-Methylene__Me_ester;2;7;2;1;-1;1289;1289;C11H17N5O2;2;none;Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1;C10H16O7;[H]OC([H])(C([H])([H])[H])C(O[H])(C(=O)C([H])([H])[H])C1([H])OC([H])([H])OC1([H])C(=O)OC([H])([H])[H]
MLS001074870-01!6-O-Methylguanine_M+H;165.065;1;2;1;6;41;HMDB:HMDB00897-1269_7-Methylguanine_M+H;2;9;2;5;-1;782;782;C6H7N5O;13;none;COc1[nH]c(N)nc2ncnc12;C6H7N5O;[H]N([H])C1=NC(=O)C2=C(N=C([H])N2C([H])([H])[H])N1[H]
MLS001074702-01!_M+H;266.102;1;5;2;6;45;6-Methylnebularine_6-Methylnebularine;2;6;1;46;-1;1303;1303;C11H14N4O4;7;none;Nc1ncnc2n(ccc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O;C11H14N4O4;[H]OC([H])([H])C1([H])OC([H])(N2C([H])=NC3=C(N=C([H])N=C23)C([H])([H])[H])C([H])(O[H])C1([H])O[H]
MLS001074298-01!N-benzyl-7H-purin-6-amine1214-39-7_M+H;225.101;1;0;2;4;117;6-Benzyladenine_M+H;2;17;2;10;-1;1168;1168;C12H11N5;3;none;C(Nc1[nH]cnc2ncnc12)c3ccccc3;C12H11N5;[H]N(C1=C2N([H])C([H])=NC2=NC([H])=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
MLS001074074-01!60628-96-8_M+H;310.147;1;0;1;2;145;1-(2_4-Dihydroxyphenyl)-3-phenyl-1-propanone_4'-O-(3-Methyl-2-butenyl);2;6;1;188;-1;1521;1521;C22H18N2;3;none;c1cn(cn1)C(c2ccccc2)c3ccc(cc3)c4ccccc4;C20H22O3;[H]OC1=C(C([H])=C([H])C(OC([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])=C1[H])C(=O)C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
MLS001066403-01!d-Desthiobiotin_M+H;214.132;2;1;4;10;42;Geralcin_E_Geralcin_E;2;18;1;78;0;384;1054;C10H18N2O3;8;none;C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)O;C10H18N2O3;[H]OC(=NN(C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(=O)C([H])([H])O[H])C([H])([H])[H]
MLS001066371-01!Terbutryn886-50-0_M+H;241.136;1;0;4;8;131;0203_terbutryn_M+H;2;2;1;21;-1;1198;1198;C10H19N5S;5;none;CCNc1nc(NC(C)(C)C)nc(SC)n1;C10H19N5S;[H]N(C1=NC(=NC(SC([H])([H])[H])=N1)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
MLS001066352-01!Adenine_9-beta;;;;;;;;;;;;;;;;;;;;
MLS001056774-01!S(?)-Pindolol_M+H;248.152;1;3;2;10;101;2-Oxo-3-phenylpropanoic_acid_Et_ester__semicarbazone;2;16;2;9;-1;1231;1231;C14H20N2O2;3;none;CC(C)NC[C@H](O)COc1cccc2[nH]ccc12;C12H15N3O3;[H]OC(=N[H])N([H])N=C(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
MLS001055448-01!COLCHICINE_M+H;399.168;2;8;2;8;145;3-(3_4-Dihydroxyphenyl)-2-hydroxypropanoic_acid_2-O-(3_4-Dimethoxy-E-cinnamoyl)__Me_ester;2;35;2;20;1;11;1640;C22H25NO6;22;Alcaloids;COc1cc2CC[C@H](NC(=O)C)c3cc(=O)c(OC)ccc3-c2c(OC)c1OC;C21H22O8;[H]OC1=C(O[H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])(OC(=O)C([H])=C([H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1[H])C(=O)OC([H])([H])[H]
MLS001049016-01![2-(1H-indol-3-yl)-2-oxoethyl]_acetate_M+H;217.074;2;2;0;4;32;3-(Hydroxyacetyl)-1H-indole_O-Ac;2;16;2;12;0;388;1060;C12H11NO3;9;none;CC(=O)OCC(=O)c1c[nH]c2ccccc12;C12H11NO3;[H]N1C([H])=C(C(=O)C([H])([H])OC(=O)C([H])([H])[H])C2=C([H])C([H])=C([H])C([H])=C12
MLS001048921-01!6-ethoxypyridine-3-carboxylic_acid_M+H;167.058;1;3;0;6;31;5-Formyl-1H-pyrrole-2-carboxylic_acid_Et_ester;2;13;2;5;-1;773;773;C8H9NO3;24;none;CCOc1ccc(cn1)C(=O)O;C8H9NO3;[H]N1C(C([H])=O)=C([H])C([H])=C1C(=O)OC([H])([H])C([H])([H])[H]
MLS001048919-01!(E)-N-[2-(1H-imidazol-5-yl)ethyl]-3-phenylprop-2-enamide_M+H;241.122;2;0;2;4;120;NÔ±-Cinnamoylhistamine_(E)-1H-form;2;3;2;3;1;5;1194;C14H15N3O;3;none;O=C(NCCc1c[nH]cn1)/C=C/c2ccccc2;C14H15N3O;[H]N(C(=O)C([H])=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C1=C([H])N=C([H])N1[H]
MLS001048918-01!_M+H;341.163;1;8;3;16;134;2-Amino-3-(3_4-dihydroxyphenyl)propanoic_acid_N-(4-Hydroxy-E-cinnamoyl);2;25;1;121;-1;1687;1687;C20H23NO4;19;Alcaloids;COc1cc2CCN(Cc3ccc4OCOc4c3)C(C)c2cc1OC;C18H17NO6;[H]OC(=O)C([H])(N([H])C(=O)C([H])=C([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H])C([H])([H])C1=C([H])C(O[H])=C(O[H])C([H])=C1[H]
MLS001048873-01!N-(furan-2-ylmethyl)-9-methylpurin-6-amine_M+H;229.096;1;0;3;6;84;Kinetin_7-Me;2;7;2;4;-1;1118;1118;C11H11N5O;2;none;Cn1cnc2c(NCc3ccco3)ncnc12;C11H11N5O;[H]N(C1=C2N(C([H])=NC2=NC([H])=N1)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])O1
MLS001048867-01!1H-indole-3-carboxamide_M+H;160.064;1;0;1;2;45;Aspartic_acid__INN__USAN_N-Formyl;2;8;2;7;-1;729;729;C9H8N2O;12;none;NC(=O)c1c[nH]c2ccccc12;C5H7NO5;[H]OC(=O)C([H])([H])C([H])(N([H])C([H])=O)C(=O)O[H]
MLS001032259-01!_M+H;392.137;2;2;4;8;129;MLS001160043-01!N-[2-(5-methoxy-1H-indol-3-yl)ethyl]-2-(2-oxochromen-7-yl)oxyacetamide_M+H;2;10;2;5;0;779;1575;C22H20N2O5;3;none;O=C(COc1ccc2ccc(=O)oc2c1)N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4;C22H20N2O5;[H]N(C(=O)C([H])([H])Oc1c([H])c([H])c2c([H])c([H])c(=O)oc2c1[H])C([H])([H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c12
MLS001030267-01!3-[1-(3-nitrophenyl)sulfonylpiperidin-2-yl]pyridine_M+H;347.094;1;0;3;4;130;3-Hydroxytetradecanoic_acid__9CI_Benzyl_ether__Me_ester;2;6;1;61;-1;1624;1624;C16H17N3O4S;1;none;[O-][N+](=O)c1cccc(c1)S(=O)(=O)N2CCCCC2c3cccnc3;C22H36O3;[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])OC([H])(C([H])([H])C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
MLS000881203-01!ACTARIT18699-02-0_M+H;193.074;2;1;2;6;70;2_3-Dihydroxypropanoic_acid__9CI_Di-Ac__amide;2;21;2;16;1;27;1038;C10H11NO3;38;none;CC(=O)Nc1ccc(CC(=O)O)cc1;C7H11NO5;[H]OC(=N[H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H]
MLS000881153-01!_M+H;181.11;1;2;2;6;25;Isonitrinic_acid_E_Isonitrinic_acid_E;2;41;1;119;-1;873;873;C10H15NO2;12;none;CCNCC(O)c1cccc(O)c1;C9H8NO3;[H]OC(=O)C([H])=C([H])C12OC1([H])C(N=C[H])=C([H])C2([H])[H]
MLS000881142-01!Rocornal_M+H;205.133;1;0;3;4;131;2-Hydroxy-2H-1_4-benzoxazin-3(4H)-one__9CI_O-Ac;2;12;1;53;-1;1075;1075;C10H15N5;1;none;CCN(CC)c1cc(C)nc2ncnn12;C10H9NO4;[H]N1C(=O)C([H])(OC(=O)C([H])([H])[H])OC2=C([H])C([H])=C([H])C([H])=C12
MLS000881122-01!Xylazine_M+H;220.103;1;0;3;4;127;4-Amino-2-hydroxy-1_2_4-butanetricarboxylic_acid__9CI_4-Amino-2-hydroxy-1_2_4-butanetricarboxylic_acid__9CI;2;6;1;134;-1;1149;1149;C12H16N2S;1;none;Cc1cccc(C)c1NC2=NCCCS2;C7H11NO7;[H]OC(=O)C([H])([H])C(O[H])(C(=O)O[H])C([H])([H])C([H])(N([H])[H])C(=O)O[H]
MLS000876956-01!_M+H;401.257;1;2;2;4;119;7-Demethylpiericidin_A_7-Demethylpiericidin_A1;2;28;1;57;-1;1669;1669;C24H35NO4;16;none;CC(C)CC1NC(=O)C23C1C(C)C(=CC3C=C(C)CCC(O)C(O)C=CC2=O)C;C24H35NO4;[H]OC1=C(OC([H])([H])[H])C(OC([H])([H])[H])=NC(=C1C([H])([H])[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])=C([H])C([H])=C([H])C([H])(C([H])([H])[H])C([H])(O[H])C(=C([H])C([H])([H])[H])C([H])([H])[H]
MLS000863653-01!(E)-3-phenyl-N-(2-phenylethyl)prop-2-enamide_M+H;251.131;2;0;2;4;104;N-(1-Carboxyethyl)phenylalanine__9CI_1-Me_ester;2;6;2;6;1;7;1292;C17H17NO;3;none;O=C(NCCc1ccccc1)/C=C/c2ccccc2;C13H17NO4;[H]OC(=O)C([H])(N([H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H]
MLS000863588-01!2-methoxy-3-methyl-9H-carbazole_M+H;211.1;1;2;0;4;26;Histidine__INN__USAN_N-Ac__Me_ester;2;16;2;6;-1;1081;1081;C14H13NO;10;none;COc1cc2[nH]c3ccccc3c2cc1C;C9H13N3O3;[H]N(C(=O)C([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C([H])([H])C1=C([H])N=C([H])N1[H]
MLS000862189-01!Linopirdine_M+H;391.168;1;0;3;4;106;Brefelamide_Brefelamide;2;7;0;1597;-1;1597;1597;C26H21N3O;1;none;O=C1N(c2ccccc2C1(Cc3ccncc3)Cc4ccncc4)c5ccccc5;C22H20N2O5;[H]OC1=C([H])C([H])=C(OC2=C([H])C([H])=C([H])C(C(=O)C([H])([H])C([H])([H])N([H])C(=O)C3=C([H])C([H])=C(O[H])C([H])=C3[H])=C2N([H])[H])C([H])=C1[H]
MLS000860057-01!6-Hydroxymelatonin_M+H;248.116;2;3;2;10;102;Antibiotic_LL-D_O5139Ô__Antibiotic_LL-D_O5139Ô_;2;25;1;109;0;481;1227;C13H16N2O3;9;none;COc1cc2c(CCNC(=O)C)c[nH]c2cc1O;C8H13N4O5;[H]OC(=O)C([H])(N([H])C(=O)C([H])(N([H])[H])C([H])([H])[H])C([H])([H])OC(O)=C([H])N=N[H]
MLS000860046-01!Nocodazole_M+H;301.052;3;2;2;8;137;Coniothyriomycin_Coniothyriomycin;2;3;1;27;1;4;1478;C14H11N3O3S;2;none;COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3;C13ClH12NO5;[H]OC1=C(Cl)C([H])=C(C([H])=C1[H])C([H])([H])C(=O)N([H])C(=O)C([H])=C([H])C(=O)OC([H])([H])[H]
MLS000860041-01!2-Phenylaminoadenosine_M+H;358.139;1;5;4;10;101;Tyrosine__8CI__9CI_N-(4-Hydroxy-3-methoxy-E-cinnamoyl);2;7;1;46;-1;1691;1691;C16H18N6O4;4;none;Nc1nc(Nc2ccccc2)nc3n(cnc13)[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O;C19H19NO6;[H]OC(=O)C([H])(N([H])C(=O)C([H])=C([H])C1=C([H])C(OC([H])([H])[H])=C(O[H])C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H]
MLS000860017-01!5-(N-Ethyl-N-isopropyl)amiloride_M+H;299.126;1;0;7;10;145;8-(2-Acetoxy-3-methyl-1_3-butadienyl)-7-methoxy-2H-1-benzopyran-2-one_8-(2-Acetoxy-3-methyl-1_3-butadienyl)-7-methoxy-2H-1-benzopyran-2-one;2;23;1;70;-1;1494;1494;C11ClH18N7O;1;none;CCN(C(C)C)c1nc(N)c(nc1Cl)C(=O)N=C(N)N;C17H16O5;[H]C([H])=C(C(OC(=O)C([H])([H])[H])=C([H])C1=C(OC([H])([H])[H])C([H])=C([H])C2=C1OC(=O)C([H])=C2[H])C([H])([H])[H]
MLS000859930-01!O6-Benzylguanine_M+H;241.096;1;2;1;6;107;Lysine__9CI__INN__USAN_6-N-Trifluoroacetyl;2;6;2;4;-1;1200;1200;C12H11N5O;2;none;Nc1nc(OCc2ccccc2)c3[nH]cnc3n1;C8F3H13N2O3;[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C(F)(F)F
MLS000859889-01!Caffeic_acid_phenethyl_ester_M+H;284.105;2;4;0;6;78;1_2-Benzenedicarboxylic_acid__9CI_Bis(2-methoxyethyl)_ester;2;7;2;2;1;12;1388;C17H16O4;23;Simple_Aromatic_Natural_Products;Oc1ccc(/C=C/C(=O)OCCc2ccccc2)cc1O;C14H18O6;[H]C1=C([H])C([H])=C(C(=O)OC([H])([H])C([H])([H])OC([H])([H])[H])C(=C1[H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])[H]
MLS000859594-01!Melatonin73-31-4_M+H;232.121;2;2;2;8;124;Glutamic_acid_N-(4-Aminobutanoyl);2;25;1;97;0;423;1127;C13H16N2O2;18;none;COc1ccc2[nH]cc(CCNC(=O)C)c2c1;C9H16N2O5;[H]OC(=O)C([H])([H])C([H])([H])C([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])[H])C(=O)O[H]
MLS000776800-01!2-[(2-ethoxybenzoyl)amino]acetic_acid_M+H;223.084;2;3;2;10;35;N-Glycylphenylalanine_N-Glycylphenylalanine;2;17;1;49;1;13;1194;C11H13NO4;28;none;CCOc1ccccc1C(=O)NCC(=O)O;C11H14N2O3;[H]OC(=O)C([H])(N([H])C(=O)C([H])([H])N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
MLS000766260-01!Oxotremorine_M+H;206.142;1;0;6;8;17;2-Phenylethylamine_N-Benzyl;2;7;2;4;-1;1103;1103;C12H18N2O;11;none;O=C1CCCN1CC#CCN2CCCC2;C15H17N;[H]N(C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
MLS000756699-01!_M+H;370.178;1;5;0;2;123;Ribitol__8CI__9CI_2_4-O-Methylene__1_5-dibenzoyl;2;69;1;176;-1;1680;1680;C22H26O5;18;Benzopyranoids;CCCc1cc(=O)oc2c3C(O)C(C)C(C)Oc3c4C=CC(C)(C)Oc4c12;C20H20O7;[H]OC1([H])C([H])(OC([H])([H])OC1([H])C([H])([H])OC(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])OC(=O)C1=C([H])C([H])=C([H])C([H])=C1[H]
MLS000737289-01!_M+H;179.095;2;2;0;4;51;MLS000737289-01!_M+H;2;1;2;1;1;2;861;C10H13NO2;41;none;CCCCOC(=O)c1cccnc1;C10H13NO2;[H]c1nc([H])c(c([H])c1[H])C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
MLS000737282-01!_M+H;284.105;1;5;0;6;131;Inosine__9CI__INN__JAN_3-Me;2;21;1;122;-1;1388;1388;C17H16O4;23;Benzopyranoids;COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(OC)c1;C11H14N4O5;[H]OC([H])([H])C1([H])OC([H])(N2C([H])=NC3=C2N(C([H])=NC3=O)C([H])([H])[H])C([H])(O[H])C1([H])O[H]
MLS000737276-01!_M+H;354.194;2;2;3;6;130;N-Glycylphenylalanine_N-tert-Butyloxycarbonyl__Et_ester;2;52;1;141;1;21;1678;C21H26N2O3;33;Alcaloids;CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(=O)CC1C2C(=O)OC;C18H26N2O5;[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)N([H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
MLS000736869-01!_M+H;386.221;1;6;3;6;137;Neocarazostatin_A_1'-Me_ether;2;39;1;92;-1;1674;1674;C22H30N2O4;3;none;COC1C(O)CC2CN3CCc4c([nH]c5cc(OC)ccc45)C3CC2C1CO;C23H29NO4;[H]OC1=C(OC([H])([H])[H])C(=C(C2=C1C1=C(N2[H])C([H])=C([H])C(=C1[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C([H])(OC([H])([H])[H])C([H])(O[H])C([H])([H])[H])C([H])([H])[H]
MLS000736729-01!_M+H;327.147;1;6;3;8;132;2_3_4-Trihydroxy-2-methylbutanoic_acid__9CI_3-O-(3_4-Dihydroxycinnamoyl)__Me_ester;2;15;0;1681;-1;1681;1681;C19H21NO4;23;none;COc1cc-2c(CC3N(C)CCc4cc(O)c(OC)c2c34)cc1O;C15H18O8;[H]OC1=C(O[H])C([H])=C(C([H])=C([H])C(=O)OC([H])(C([H])([H])O[H])C(O[H])(C(=O)OC([H])([H])[H])C([H])([H])[H])C([H])=C1[H]
MLS000728660-01!_M+H;620.247;2;15;0;10;97;Ornibactin_C4_N5-Deoxy__N5-deacyl__N2-formyl__N5-oxide;2;17;1;103;0;574;936;C31H40O13;6;Terpenoids;COC(=O)C1=CO[C@@H](OC2OC(CO)C(O)C(O)C2O)[C@H](C=C)[C@@H]1C[C@H]3CC(=O)C[C@H](CC(=O)CCc4ccc(O)cc4)O3;C23H40N8O12;[H]ON(C([H])=O)C([H])([H])C([H])([H])C([H])([H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C([H])=O)C([H])([H])C([H])([H])C([H])([H])N=O)C([H])(O[H])C(=O)O[H])C([H])([H])O[H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H]
MLS000701321-01!N-benzyl-N-(4-quinazolinyl)amine_M+H;235.111;1;0;2;4;112;4-Quinazolinamine__9CI_4-N-Benzyl;2;3;2;3;-1;1162;1162;C15H13N3;4;none;C(Nc1ncnc2ccccc12)c3ccccc3;C15H13N3;[H]N1C([H])=NC2=C([H])C([H])=C([H])C([H])=C2C1=NC([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
MLS000697735-01!_M+H;354.11;1;4;0;2;84;Chebulic_acid_Chebulic_acid;2;17;1;70;-1;1678;1678;C20H18O6;20;Flavonoids;CC(=CCc1cc(ccc1O)c2oc3cc(O)cc(O)c3c(=O)c2O)C;C14H12O11;[H]OC(=O)C([H])([H])C([H])(C(=O)O[H])C1([H])C2=C(O[H])C(O[H])=C(O[H])C([H])=C2C(=O)OC1([H])C(=O)O[H]
MLS000697647-01!_M+H;356.09;2;6;0;10;102;2-Amino-8-(hydroxymethyl)-3H-phenoxazin-3-one_O-Butanoyl__N-Ac;2;66;1;125;0;756;1716;C19H16O7;15;none;CCOC(=O)c1oc2cc(O)cc(O)c2c(=O)c1OCc3ccccc3;C19H18N2O5;[H]N(C(=O)C([H])([H])[H])C1=C([H])C2=NC3=C(OC2=C([H])C1=O)C([H])=C([H])C(=C3[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[H]
MLS000697614-01!_M+H;270.053;1;4;0;6;93;2-Amino-3H-phenoxazin-3-one__8CI__9CI_N-Hydroxyacetyl;2;14;2;9;-1;1285;1285;C15H10O5;32;none;Oc1cc(O)c2c(=O)c(Oc3ccccc3)coc2c1;C14H10N2O4;[H]OC([H])([H])C(=O)N([H])C1=C([H])C2=NC3=C([H])C([H])=C([H])C([H])=C3OC2=C([H])C1=O
MLS000697603-01!_M+H;370.178;1;8;0;6;96;2'_4_4'-Trihydroxy-5'-prenylchalcone_Tri-Me_ether;2;115;1;268;-1;1680;1680;C22H26O5;18;Simple_Aromatic_Natural_Products;COc1cc2OC[C@H](Cc2c(OC)c1CC=C(C)C)c3ccc(O)cc3O;C23H26O4;[H]C(=C([H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C(=O)C1=C(OC([H])([H])[H])C([H])=C(OC([H])([H])[H])C(=C1[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H]
MLS000697561-01!_M+H;436.152;1;9;0;2;124;Mitorubrin_3'-Acetoxy;2;28;1;165;-1;1463;1463;C25H24O7;7;Flavonoids;CC(=CCC12Oc3cc(O)ccc3C2(O)Oc4cc5OC(C)(C)C=Cc5c(O)c4C1=O)C;C23H20O9;[H]OC1=C([H])C(O[H])=C(C(=O)OC2(C(=O)C([H])=C3C([H])=C(OC([H])=C3C2=O)C([H])=C([H])C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])[H])C(=C1[H])C([H])([H])[H]
MLS000574982-01!_M+H;244.121;2;2;2;6;140;HMDB:HMDB00745-1059_Homocarnosine_M+H;2;22;0;1195;0;464;1195;C14H16N2O2;14;none;COC(=O)C1(C)NCCc2c1[nH]c3ccccc23;C10H16N4O3;[H]OC(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C1=C([H])N([H])C([H])=N1
MLS000574930-01!_M+H;362.137;1;6;0;2;62;3_11-Tridecadiene-5_7_9-triyne-1_2-diol__9CI_2-O-Ô_-D-Glucopyranoside;2;55;1;84;-1;1615;1615;C19H22O7;16;none;C[C@@H]1[C@@H]2CC(=O)O[C@@H]3C[C@](C)([C@H]4OC(=O)C=C4C)C(=C(O)C1=O)[C@@]32CO;C19H22O7;[H]OC([H])([H])C([H])(OC1([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H])C([H])=C([H])C#CC#CC#CC([H])=C([H])C([H])([H])[H]
MLS000563148-01!_M+H;358.069;1;8;0;12;62;Antibiotic_C4_Deoxy;2;38;1;110;-1;1693;1693;C18H14O8;15;Simple_Aromatic_Natural_Products;COc1cc(C(=O)O)c2Oc3c(C=O)c(O)cc(C)c3C(=O)Oc2c1C;C14H16N2O7S;[H]OC(=O)C(=O)C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])C1([H])C(=O)N2C(C(=O)O[H])=C(C([H])([H])[H])C([H])([H])SC12[H]
MLS000563108-01!_M+H;390.095;2;8;0;10;88;MLS000563108-01!_M+H;2;1;1;61;1;15;1627;C19H18O9;12;Simple_Aromatic_Natural_Products;COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(O)c1C(=O)O;C19H18O9;[H]OC(=O)c1c(OC([H])([H])[H])c([H])c(c(C(=O)Oc2c([H])c(c(C(=O)O[H])c(O[H])c2C([H])([H])[H])C([H])([H])[H])c1O[H])C([H])([H])[H]
MLS000563057-01!_M+H;494.252;1;11;0;6;87;Glidobactamine_NThr-(2E_4E-Decadienoyl);2;12;1;30;-1;1300;1300;C26H38O9;13;Terpenoids;C[C@]12CC[C@H]3OC(=O)C=C3C2CC[C@]4(CC5CCC41)C[C@@]5(CO)O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O;C25H40N4O6;[H]OC([H])(C([H])([H])[H])C([H])(N([H])C(=O)C([H])=C([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(=O)N([H])C1([H])C(=O)N([H])C([H])(C([H])=C([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])(O[H])C1([H])[H])C([H])([H])[H]
MLS000563044-01!_M+H;740.216;1;23;0;10;85;NCGC00169035-02!3-[(2S_3R_4S_5R_6R)-6-[[(2R_3R_4R_5S_6S)-3_5-dihydroxy-6-methyl-4-[(2S_3R_4R_5R_6S)-3_4_5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3_4_5-trihydroxyoxan-2-yl]oxy-5_7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one_M+H;2;128;2;51;-1;538;538;C33H40O19;23;Flavonoids;C[C@@H]1OC(OCC2OC(Oc3c(oc4cc(O)cc(O)c4c3=O)c5ccc(O)cc5)C(OC6OC(C)C(O)C(O)C6O)C(O)C2O)C(O)[C@H](O)[C@H]1O;C33H40O19;[H]OC1=C([H])C([H])=C(C([H])=C1[H])C1=C(O[C@]2([H])O[C@]([H])(C([H])([H])O[C@]3([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[C@]4([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]4([H])O[H])[C@@]3([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])C(=O)C2=C(O1)C([H])=C(O[H])C([H])=C2O[H]
MLS000563039-01!_M+H;505.195;1;13;3;10;106;Streptobiosamine__8CI_Tetra-Ac;2;25;2;22;-1;1296;1296;C25H31NO10;6;Alcaloids;COc1cc2CCN3[C@H](C[C@H]4[C@@H](C=C)C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)OC=C4C3=O)c2cc1O;C21H31NO13;[H]OC1([H])OC([H])(C([H])([H])[H])C(O[H])(C([H])=O)C1([H])OC1([H])OC([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C1([H])N(C(=O)C([H])([H])[H])C([H])([H])[H]
MLS000536557-01!_M+H;337.204;1;1;3;6;135;14_20-Tricosadiene-3_5_10_12_22-pentayne-1_2-diol__9CI_12_13_14_15-Tetrahydro;2;9;2;6;-1;1592;1592;C22H27NO2;9;none;CN1C(CC(O)c2ccccc2)CCCC1CC(=O)c3ccccc3;C23H28O2;[H]OC([H])([H])C([H])(O[H])C#CC#CC([H])([H])C([H])([H])C([H])([H])C#CC([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C#C[H]
MLS000111916-01!_M+H;355.178;1;8;3;6;139;Podocarpiamide_Podocarpiamide;2;34;0;1701;-1;1701;1701;C21H25NO4;16;Alcaloids;COc1cc2CC3N(C)CCc4cc(OC)c(OC)c(-c2cc1OC)c34;C15H18N2O8;[H]OC(=O)N(C1=C([H])C([H])=C([H])C([H])=C1N(C(=O)O[H])C([H])([H])C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])[H]
