Name	Mass	num-amide	num-OC	num-NC	#theo	#exper	TopID	Derep+ scr	Derep+ rank	Derep-g scr	Derep-g rank	Derep scr	Derep rank	#matches	MF1	#isomers	dnp-class	SMILES1	MF2	SMILES2	fingerprint	MFagreement	SMILES1_FP1	SMILES2_FP2
NCGC00347604-02_C48H72O14_Pentopyranoside__(3beta_5xi_9xi_16beta_18xi_22beta)-22-(benzoyloxy)-16_28-dihydroxyolean-12-en-3-yl_3-O-hexopyranosyl-_M+H	872.492	2.0	18.0	0.0	14.0	106.0	NCGC00347604-02_C48H72O14_Pentopyranoside__(3beta_5xi_9xi_16beta_18xi_22beta)-22-(benzoyloxy)-16_28-dihydroxyolean-12-en-3-yl_3-O-hexopyranosyl-_M+H	3.0	1.0	2.0	12.0	1.0	24.0	327.0	C48H72O14	5.0	Terpenoids	CC1(C)C[C@@H](OC(=O)C2=CC=CC=C2)[C@]3(CO)[C@@H](O)C[C@]4(C)\C(=C/CC5[C@@]6(C)CC[C@H](OC7OCC(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(C)(C)C6CC[C@@]45C)C3C1	C48H72O14	[H]OC([H])([H])C1([H])OC([H])(OC2([H])C([H])(O[H])C([H])([H])OC([H])(O[C@@]3([H])C([H])([H])C([H])([H])[C@@]4(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])[C@]5(C([H])([H])[H])C4([H])C([H])([H])C([H])=C4C6([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(OC(=O)C7=C([H])C([H])=C([H])C([H])=C7[H])[C@]6(C([H])([H])O[H])[C@@]([H])(O[H])C([H])([H])[C@@]54C([H])([H])[H])C3(C([H])([H])[H])C([H])([H])[H])C2([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]	1.0	Yes	CC1(C)CC(OC(=O)c2ccccc2)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1	CC1(C)CC(OC(=O)c2ccccc2)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1
NCGC00347572-02_C30H39NO9_Pentanedioic_acid__2-[(2R_2'R_6'S_8a'S)-6'-(acetyloxy)-3'_4'_4'a_5'_6_6'_7'_8_8'_8'a-decahydro-4-hydroxy-2'_5'_5'_8'a-tetramethyl-6-oxospiro[2H-furo[2_3-e]isoindole-2_1'(2'H)-naphthalen]-7(3H)-yl]-__(2S)-_M+H	557.262	2.0	7.0	3.0	10.0	75.0	Elastatinal_B_Elastatinal_B	3.0	20.0	2.0	15.0	0.0	629.0	1058.0	C30H39NO9	4.0	none	C[C@@H]1CCC2C(C)(C)[C@H](CC[C@]2(C)[C@@]13CC4=C(O3)C5=C(C=C4O)C(=O)N(C5)[C@@H](CCC(O)=O)C(O)=O)OC(C)=O	C23H38N8O8	[H]OC(=O)C([H])(N([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)C(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(O[H])=N[H])C1([H])N([H])C(=N[H])N([H])C([H])([H])C1([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]	0.3260598503740648	No	CC(=O)OC1CCC2(C)C(CCC(C)C23Cc2c(O)cc4c(c2O3)CN(C(CCC(=O)O)C(=O)O)C4=O)C1(C)C	CC(=O)C(=O)C(C)NC(=O)C(CCC(=N)O)NC(=O)C(NC(=O)NC(CC(C)C)C(=O)O)C1CCNC(=N)N1
NCGC00347570-02_C26H29N3O3_3-{[2_2-Dimethyl-7-(2-methyl-3-buten-2-yl)-2_8-dihydropyrano[3_2-f]indol-6-yl]methyl}-2_3_6_7-tetrahydropyrrolo[1_2-a]pyrazine-1_4-dione_M+H	431.221	2.0	2.0	7.0	8.0	77.0	Physarigin_A_Physarigin_A	3.0	6.0	3.0	5.0	0.0	770.0	1489.0	C26H29N3O3	5.0	none	CC\1(C)OC2=C(\C=C1)C=C3C(=C2)[NH]C(=C3CC4NC(=O)\C5=C\CCN5C4=O)C(C)(C)C=C	C25H28N2O5	[H]OC(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C1=C(N([H])C(=O)C([H])([H])[H])C(OC([H])([H])[H])=C([H])C([H])=C1[H]	0.34431524547803616	No	C=CC(C)(C)c1[nH]c2cc3c(cc2c1CC1NC(=O)C2=CCCN2C1=O)C=CC(C)(C)O3	COc1cccc(C=CC=CC=CC=CC=CC=CC(=O)NCCC(=O)O)c1NC(C)=O
NCGC00347564-02!(3S_6Z)-3-methyl-6-[[2-(2-methylbut-3-en-2-yl)-1H-indol-3-yl]methylidene]piperazine-2_5-dione_M+H	323.163	2.0	0.0	6.0	8.0	24.0	Phomopyronol_O-(5-Oxo-2-pyrrolidinecarbonyl)	3.0	4.0	1.0	60.0	0.0	612.0	1564.0	C19H21N3O2	9.0	none	C[C@@H]1NC(=O)\C(NC1=O)=C\C2=C(NC3=CC=CC=C23)C(C)(C)C=C	C16H21NO6	[H]N1C(=O)C([H])([H])C([H])([H])C1([H])C(=O)OC([H])([H])C([H])([H])C([H])(C1=C([H])C(OC([H])([H])[H])=C(C(=O)O1)C([H])([H])[H])C([H])([H])[H]	0.3380281690140845	No	C=CC(C)(C)c1[nH]c2ccccc2c1C=C1NC(=O)C(C)NC1=O	COc1cc(C(C)CCOC(=O)C2CCC(=O)N2)oc(=O)c1C
NCGC00347557-02!4_4_10_13_14-pentamethyl-17-(1_5_6-trihydroxy-6-methylheptan-2-yl)-2_3_5_6_7_11_12_15_16_17-decahydro-1H-cyclopenta[a]phenanthrene-2_3_12-triol_M+H	508.376	1.0	6.0	0.0	2.0	62.0	Glycerol_1-alkanoates_3-O-Ô_-D-Galactopyranoside	3.0	18.0	1.0	51.0	-1.0	1272.0	1272.0	C30H52O6	4.0	none	CC(C)(O)C(O)CCC(CO)C1CCC2(C)C3=C(CC(O)C12C)C4(C)CC(O)C(O)C(C)(C)C4CC3	C25H40O9	[H]OC([H])([H])C1([H])OC([H])(OC([H])([H])C([H])(O[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]	0.32131147540983607	No	CC(C)(O)C(O)CCC(CO)C1CCC2(C)C3=C(CC(O)C12C)C1(C)CC(O)C(O)C(C)(C)C1CC3	CCC=CCC=CCC=CCC=CCCC(=O)OCC(O)COC1OC(CO)C(O)C(O)C1O
NCGC00347366-03!2_4_6-trihydroxy-5-[1-(4-hydroxy-1_1_4_7-tetramethyl-1a_2_3_4a_5_6_7a_7b-octahydrocyclopropa[h]azulen-7-yl)-3-methylbutyl]benzene-1_3-dicarbaldehyde_M+H	472.282	1.0	4.0	0.0	2.0	40.0	11_13-Octadecadien-9-ynoic_acid_4-Bromophenacyl_ester	3.0	13.0	1.0	72.0	-1.0	1303.0	1303.0	C28H40O6	12.0	none	CC(C)CC(C1=C(O)C(C=O)=C(O)C(C=O)=C1O)C2(C)CCC3C2C4C(CCC3(C)O)C4(C)C	BrC26H33O3	[H]C(C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])C(=O)C1=C([H])C([H])=C(Br)C([H])=C1[H])=C([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.34978843441466856	No	CC(C)CC(c1c(O)c(C=O)c(O)c(C=O)c1O)C1(C)CCC2C1C1C(CCC2(C)O)C1(C)C	CCCCC=CC=CC#CCCCCCCCC(=O)OCC(=O)c1ccc(Br)cc1
NCGC00321441-02!7-[(6-hydroxy-2_5_5_8a-tetramethyl-1_4_4a_6_7_8-hexahydronaphthalen-1-yl)methoxy]chromen-2-one_M+H	382.214	1.0	5.0	0.0	6.0	31.0	10-Chloro-1_16-heptadecadiene-4_6-diyne-3_9-diol_Di-Ac	3.0	7.0	2.0	13.0	-1.0	1666.0	1666.0	C24H30O4	13.0	none	CC1=CCC2C(C)(C)C(O)CCC2(C)C1COC3=CC=C4C=CC(=O)OC4=C3	C21ClH27O4	[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(Cl)C([H])(OC(=O)C([H])([H])[H])C([H])([H])C#CC#CC([H])(OC(=O)C([H])([H])[H])C([H])=C([H])[H]	0.28804347826086957	No	CC1=CCC2C(C)(C)C(O)CCC2(C)C1COc1ccc2ccc(=O)oc2c1	C=CCCCCCC(Cl)C(CC#CC#CC(C=C)OC(C)=O)OC(C)=O
NCGC00270979-02![6-hydroxy-1_1_4a_6-tetramethyl-5-[(2-oxochromen-7-yl)oxymethyl]-3_4_5_7_8_8a-hexahydro-2H-naphthalen-2-yl]_acetate_M+H	442.236	2.0	7.0	0.0	10.0	51.0	7_12_14-Hexadecatrien-10-yn-1-ol_p-Phenylazobenzoyl	3.0	15.0	2.0	16.0	0.0	764.0	1447.0	C26H34O6	17.0	Benzopyranoids	CC(=O)OC1CCC2(C)C(COC3=CC=C4C=CC(=O)OC4=C3)C(C)(O)CCC2C1(C)C	C29H32N2O2	[H]C(C#CC([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC(=O)C1=C([H])C([H])=C(N=NC2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H])=C([H])C([H])=C([H])C([H])([H])[H]	0.30362116991643456	No	CC(=O)OC1CCC2(C)C(COc3ccc4ccc(=O)oc4c3)C(C)(O)CCC2C1(C)C	CC=CC=CC#CCC=CCCCCCCOC(=O)c1ccc(N=Nc2ccccc2)cc1
NCGC00186665-03!2_3-dihydroxypropyl_hexadecanoate_M+H	330.277	2.0	4.0	0.0	6.0	23.0	2-Amino-9-methylene-4-octadecene-1_3_8-triol_2-Amino-9-methylene-4-octadecene-1_3_8-triol	3.0	35.0	3.0	17.0	1.0	3.0	1661.0	C19H38O4	4.0	Aliphatic_natural_products	CCCCCCCCCCCCCCCC(=O)OCC(O)CO	C19H37NO3	[H]OC([H])([H])C([H])(N([H])[H])C([H])(O[H])C([H])=C([H])C([H])([H])C([H])([H])C([H])(O[H])C(=C([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.41304347826086957	No	CCCCCCCCCCCCCCCC(=O)OCC(O)CO	C=C(CCCCCCCCC)C(O)CCC=CC(O)C(N)CO
NCGC00180823-02!(3R_4R_5R)-5-[(E)-3-(3_4-dihydroxyphenyl)prop-2-enoyl]oxy-3_4-dihydroxycyclohexene-1-carboxylic_acid_M+H	336.085	2.0	7.0	0.0	6.0	18.0	Phomosine_C_Phomosine_C	3.0	8.0	2.0	12.0	1.0	18.0	1601.0	C16H16O8	6.0	none	O[C@@H]1C=C(C[C@@H](OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@@H]1O)C(O)=O	C17H16O7	[H]OC1=C([H])C(O[H])=C(OC2=C([H])C(=C([H])C(O[H])=C2C([H])=O)C([H])([H])[H])C(=C1C(=O)OC([H])([H])[H])C([H])([H])[H]	0.2825112107623318	No	O=C(C=Cc1ccc(O)c(O)c1)OC1CC(C(=O)O)=CC(O)C1O	COC(=O)c1c(O)cc(O)c(Oc2cc(C)cc(O)c2C=O)c1C
NCGC00180730-03_C22H33NO6_(5aS_9S_9aR)-9b-Hydroxy-6_6_9a-trimethyl-3-oxo-1_3_5_5a_6_7_8_9_9a_9b-decahydronaphtho[1_2-c]furan-9-yl_N-acetylvalinate_M+H	407.231	3.0	5.0	2.0	10.0	85.0	3-Amino-2-hydroxy-4-phenylbutanoylvalylisoleucine_3-Amino-2-hydroxy-4-phenylbutanoylvalylisoleucine	3.0	18.0	2.0	15.0	0.0	793.0	1500.0	C22H33NO6	9.0	Terpenoids	CC(C)C(NC(C)=O)C(=O)O[C@H]1CCC(C)(C)[C@@H]2C\C=C3\C(=O)OCC3(O)[C@@]12C	C21H33N3O5	[H]OC(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(O[H])C([H])(N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]	0.3038897893030794	No	CC(=O)NC(C(=O)OC1CCC(C)(C)C2CC=C3C(=O)OCC3(O)C12C)C(C)C	CCC(C)C(NC(=O)C(NC(=O)C(O)C(N)Cc1ccccc1)C(C)C)C(=O)O
NCGC00180657-03!(3S_6R_6aS_7S)-6_6a_7_8-tetrahydroxy-3-methyl-3_4_5_6_7_12a-hexahydro-2H-benzo[a]anthracene-1_12-dione_M+H	344.126	1.0	4.0	0.0	2.0	41.0	Glucitol__8CI__9CI_1-O-(3_4-Dihydroxy-E-cinnamoyl)	3.0	35.0	1.0	179.0	-1.0	1655.0	1655.0	C19H20O6	34.0	Oxygen_Heterocycles	C[C@@H]1CC(=O)C2=C(C1)C[C@@H](O)[C@]3(O)[C@@H](O)C4=C(C=CC=C4O)C(=O)C23	C15H20O9	[H]OC1=C(O[H])C([H])=C(C([H])=C([H])C(=O)OC([H])([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])([H])O[H])C([H])=C1[H]	0.38847385272145146	No	CC1CC(=O)C2=C(C1)CC(O)C1(O)C2C(=O)c2cccc(O)c2C1O	O=C(C=Cc1ccc(O)c(O)c1)OCC(O)C(O)C(O)C(O)CO
NCGC00180639-02!2-[[4-[4-(2_4-dimethoxy-6-methylbenzoyl)oxy-2-methyl-6-[(2S_3R_4S_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzoyl]oxy-2-hydroxy-6-methylbenzoyl]amino]propanoic_acid_M+H	729.227	4.0	18.0	2.0	22.0	66.0	NCGC00180639-02!2-[[4-[4-(2_4-dimethoxy-6-methylbenzoyl)oxy-2-methyl-6-[(2S_3R_4S_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzoyl]oxy-2-hydroxy-6-methylbenzoyl]amino]propanoic_acid_M+H	3.0	1.0	2.0	10.0	2.0	1.0	521.0	C35H39NO16	2.0	Simple_Aromatic_Natural_Products	COC1=CC(OC)=C(C(=O)OC2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(C(=O)OC4=CC(O)=C(C(=O)NC(C)C(O)=O)C(C)=C4)C(C)=C2)C(C)=C1	C35H39NO16	[H]OC(=O)C([H])(N([H])C(=O)C1=C(O[H])C([H])=C(OC(=O)C2=C(O[C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])C([H])=C(OC(=O)C3=C(OC([H])([H])[H])C([H])=C(OC([H])([H])[H])C([H])=C3C([H])([H])[H])C([H])=C2C([H])([H])[H])C([H])=C1C([H])([H])[H])C([H])([H])[H]	1.0	Yes	COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)Oc3cc(C)c(C(=O)NC(C)C(=O)O)c(O)c3)c(OC3OC(CO)C(O)C(O)C3O)c2)c(OC)c1	COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)Oc3cc(C)c(C(=O)NC(C)C(=O)O)c(O)c3)c(OC3OC(CO)C(O)C(O)C3O)c2)c(OC)c1
NCGC00180623-02!(4-hydroxyphenyl)-[2_4_6-trihydroxy-3-[(2S_3R_4R_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]phenyl]methanone_M+H	408.106	1.0	10.0	0.0	2.0	38.0	3-(4-Hydroxyphenyl)-1-propanol_4'-Me_ether__1-O-(2-O-sulfo-Ô_-D-glucopyranoside)	3.0	13.0	2.0	17.0	-1.0	1484.0	1484.0	C19H20O10	9.0	Simple_Aromatic_Natural_Products	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C2=C(O)C(C(=O)C3=CC=C(O)C=C3)=C(O)C=C2O	C16H24O10S	[H]OC([H])([H])C1([H])OC([H])(OC([H])([H])C([H])([H])C([H])([H])C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])(OS(=O)(=O)O[H])C([H])(O[H])C1([H])O[H]	0.3812111801242236	No	O=C(c1ccc(O)cc1)c1c(O)cc(O)c(C2OC(CO)C(O)C(O)C2O)c1O	COc1ccc(CCCOC2OC(CO)C(O)C(O)C2OS(=O)(=O)O)cc1
NCGC00180573-03!2-[5-[2-[2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyloxy]butyl]oxolan-2-yl]propanoic_acid_M+H	414.26199999999994	2.0	8.0	0.0	4.0	32.0	27-Hydroxy-2_4_6_8_10_12_14_16_18_20_22_24-octacosadodecenoic_acid_27-Hydroxy-2_4_6_8_10_12_14_16_18_20_22_24-octacosadodecenoic_acid	3.0	14.0	2.0	14.0	2.0	1.0	1521.0	C22H38O7	3.0	none	CCC(O)CC1CCC(O1)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(O)=O	C28H32O3	[H]OC(=O)C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])([H])C([H])(O[H])C([H])([H])[H]	0.35545023696682465	No	CCC(O)CC1CCC(C(C)C(=O)OC(CC)CC2CCC(C(C)C(=O)O)O2)O1	CC(O)CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC(=O)O
NCGC00180414-02!2-[[4-[4-(2_4-dimethoxy-6-methylbenzoyl)oxy-2-methoxy-6-methylbenzoyl]oxy-2-hydroxy-6-methylbenzoyl]amino]propanoic_acid_M+H	581.19	4.0	12.0	2.0	18.0	62.0	1_4_7-Eudesmanetriol_1-O-[3_4-Dihydroxy-E-cinnamoyl-(Šæê6)-Ô_-D-glucopyranoside]	3.0	13.0	2.0	41.0	2.0	1.0	1017.0	C30H31NO11	4.0	Simple_Aromatic_Natural_Products	COC1=CC(OC)=C(C(=O)OC2=CC(OC)=C(C(=O)OC3=CC(O)=C(C(=O)NC(C)C(O)=O)C(C)=C3)C(C)=C2)C(C)=C1	C30H44O11	[H]OC1=C(O[H])C([H])=C(C([H])=C([H])C(=O)OC([H])([H])C2([H])OC([H])(OC3([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C4([H])C([H])([H])C(O[H])(C([H])([H])C([H])([H])C34C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C([H])=C1[H]	0.3096774193548387	No	COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)Oc3cc(C)c(C(=O)NC(C)C(=O)O)c(O)c3)c(OC)c2)c(OC)c1	CC(C)C1(O)CCC2(C)C(OC3OC(COC(=O)C=Cc4ccc(O)c(O)c4)C(O)C(O)C3O)CCC(C)(O)C2C1
NCGC00180352-03!(2S_3S_4S_5R_6S)-6-(2_4-dihydroxy-3_6-diphenylphenoxy)-3_4_5-trihydroxyoxane-2-carboxylic_acid_M+H	454.126	1.0	10.0	0.0	6.0	30.0	Nikkomycin_Wx_Nikkomycin_Wx	3.0	5.0	2.0	3.0	-1.0	1370.0	1370.0	C24H22O9	6.0	none	O[C@H]1[C@H](OC2=C(C=C(O)C(C3=CC=CC=C3)=C2O)C4=CC=CC=C4)O[C@@H]([C@@H](O)[C@@H]1O)C(O)=O	C19H22N4O9	[H]OC(=O)C([H])(N([H])C(=O)C([H])(N([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H])C1([H])OC([H])(N2C([H])=C(N([H])C2=O)C([H])=O)C([H])(O[H])C1([H])O[H]	0.41847826086956524	No	O=C(O)C1OC(Oc2c(-c3ccccc3)cc(O)c(-c3ccccc3)c2O)C(O)C(O)C1O	NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)O)C1OC(n2cc(C=O)[nH]c2=O)C(O)C1O
NCGC00180346-02_C22H25N5O2_3-(1H-Imidazol-4-ylmethyl)-10b-(2-methyl-3-buten-2-yl)-6_10b_11_11a-tetrahydro-2H-pyrazino[1'_2':1_5]pyrrolo[2_3-b]indole-1_4(3H_5aH)-dione_M+H	391.20099999999996	2.0	0.0	10.0	10.0	159.0	Peripentamine_Peripentamine	3.0	4.0	2.0	9.0	0.0	799.0	1599.0	C22H25N5O2	2.0	none	CC(C)(C=C)C12CC3N(C1NC4=C2C=CC=C4)C(=O)C(CC5=C[NH]C=N5)NC3=O	C22H36N2O4	[H]OC1=C([H])C([H])=C([H])C(=C1C(=O)C([H])([H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H]	0.4595701125895599	No	C=CC(C)(C)C12CC3C(=O)NC(Cc4c[nH]cn4)C(=O)N3C1Nc1ccccc12	CCCCCC(=O)NCCCNCCCC(O)CC(=O)c1c(C)cccc1O
NCGC00180342-02_C20H19NO5_Spiro[7H-indeno[4_5-d]-1_3-dioxole-7_1'(2'H)-isoquinolin]-8(6H)-one__3'_4'-dihydro-7'-hydroxy-6'-methoxy-2'-methyl-_M+H	353.126	1.0	7.0	3.0	14.0	132.0	Mannitol_1_2_5_6-Tetra-Ac	3.0	44.0	1.0	253.0	-1.0	1655.0	1655.0	C20H19NO5	18.0	Alcaloids	COC1=C(O)C=C2C(=C1)CCN(C)C23CC4=C(C3=O)C5=C(OCO5)C=C4	C14H22O10	[H]OC([H])(C([H])(O[H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H]	0.43137254901960786	No	COc1cc2c(cc1O)C1(Cc3ccc4c(c3C1=O)OCO4)N(C)CC2	CC(=O)OCC(OC(C)=O)C(O)C(O)C(COC(C)=O)OC(C)=O
NCGC00180263-02!4-[(2S)-2-hydroxy-3-methyl-3-[(2S_3R_4S_5S_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybutoxy]furo[3_2-g]chromen-7-one_M+H	466.148	1.0	15.0	0.0	10.0	30.0	Nikkomycin_Kz_Nikkomycin_Kz	3.0	4.0	3.0	4.0	-1.0	1346.0	1346.0	C22H26O11	17.0	Benzopyranoids	CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](O)COC2=C3C=CC(=O)OC3=CC4=C2C=CO4	C19H23N5O9	[H]OC(=O)C([H])(N([H])C(=O)C([H])(N([H])[H])C([H])([H])C([H])(O[H])C1=C([H])C([H])=C([H])C([H])=N1)C1([H])OC([H])(N2C([H])=C([H])C(=O)N([H])C2=O)C([H])(O[H])C1([H])O[H]	0.3792255685310387	No	CC(C)(OC1OC(CO)C(O)C(O)C1O)C(O)COc1c2ccoc2cc2oc(=O)ccc12	NC(CC(O)c1ccccn1)C(=O)NC(C(=O)O)C1OC(n2ccc(=O)[nH]c2=O)C(O)C1O
NCGC00180216-02!6a_7_8-trihydroxy-3-methyl-3_4_5_6_7_12a-hexahydro-2H-benzo[a]anthracene-1_12-dione_M+H	328.131	1.0	3.0	0.0	2.0	35.0	Arginine__INN__USAN_N2-(4-Hydroxy-3-methoxybenzoyl)	3.0	22.0	1.0	166.0	-1.0	1665.0	1665.0	C19H20O5	25.0	Benzopyranoids	CC1CC(=O)C2=C(CCC3(O)C(O)C4=C(C=CC=C4O)C(=O)C23)C1	C14H20N4O5	[H]OC(=O)C([H])(N([H])C(=O)C1=C([H])C(OC([H])([H])[H])=C(O[H])C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H]	0.4707757704569607	No	CC1CC(=O)C2=C(CCC3(O)C2C(=O)c2cccc(O)c2C3O)C1	COc1cc(C(=O)NC(CCCNC(=N)N)C(=O)O)ccc1O
NCGC00180155-02!3-(4-hydroxyphenyl)-1-[2-hydroxy-4-[(2S_3R_4S_5R_6R)-3_4_5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]propan-1-one_M+H	420.142	1.0	10.0	0.0	6.0	14.0	3'-C-Ô_-D-Glucopyranosyl-2'_4_4'-trihydroxydihydrochalcone_3'-C-Ô_-D-Glucopyranosyl-2'_4_4'-trihydroxydihydrochalcone	3.0	2.0	2.0	12.0	-1.0	1563.0	1563.0	C21H24O9	17.0	Flavonoids	OC[C@H]1O[C@@H](OC2=CC(O)=C(C=C2)C(=O)CCC3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@H]1O	C21H24O9	[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])C(=O)C1=C(O[H])C(=C(O[H])C([H])=C1[H])C1([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]	0.5100334448160535	Yes	O=C(CCc1ccc(O)cc1)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1O	O=C(CCc1ccc(O)cc1)c1ccc(O)c(C2OC(CO)C(O)C(O)C2O)c1O
NCGC00180053-03_C28H34O8_Methyl_(2R_3aR_4aS_5R_6R_9aR_10S_10aR)-2-(3-furyl)-5-hydroxy-10-(2-methoxy-2-oxoethyl)-1_6_9a_10a-tetramethyl-9-oxo-3_3a_4a_5_5a_6_9_9a_10_10a-decahydro-2H-cyclopenta[b]naphtho[2_3-d]furan-6-carboxylate_M+H	498.225	3.0	9.0	0.0	6.0	69.0	Ilexin_B_Et_ester	3.0	36.0	2.0	24.0	1.0	13.0	1246.0	C28H34O8	13.0	Terpenoids	COC(=O)C[C@H]1[C@@]/2(C)[C@H](O[C@@H]3C[C@H](\C(=C23)C)C4=COC=C4)[C@H](O)C5[C@@](C)(\C=C/C(=O)[C@]15C)C(=O)OC	C25H34O10	[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])OC1([H])OC2([H])C([H])([H])OC([H])(OC2([H])C([H])(O[H])C1([H])O[H])C([H])([H])C([H])(C(C([H])=O)=C([H])C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H]	0.3740185581727338	No	COC(=O)CC1C2(C)C3=C(C)C(c4ccoc4)CC3OC2C(O)C2C(C)(C(=O)OC)C=CC(=O)C21C	CC=C(C=O)C(CC(=O)OCC)CC1OCC2OC(OCCc3ccc(O)cc3)C(O)C(O)C2O1
